id,transportation_mode,provider,starting_point,transportation_class,departure_location,arrival_location,distance,price
237,Bus,Dewi Sri,nearest bus terminal,Business,Probolinggo,Yogyakarta,324.1913946350937,210724.4065128109
238,Bus,Budiman,nearest bus terminal,Suite,Surabaya,Yogyakarta,273.8180533906966,205363.54004302243
239,Plane,Lion Air,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Business,Kalimantan Timur,Yogyakarta,1168.2805011804724,2278146.977301921
240,Plane,Lion Air,Bandar Udara Frans Seda (Bandar Udara Wai Oti) (Bandar Udara Maumere),Suite,Nusa Tenggara Barat,Yogyakarta,751.9764194127964,1691946.9436787919
241,Train,PT KAI,Cibadak,Business,Sukabumi,Yogyakarta,413.1162545173275,429640.9046980206
242,Train,PT KAI,Kawunganten,Suite,Banjar,Yogyakarta,732.5899586046614,879107.9503255936
243,Plane,Citilink,Bandar Udara Iskandar,Economic,Kalimantan Utara,Yogyakarta,1378.4708290615852,2067706.2435923778
244,Bus,Budiman,nearest bus terminal,Suite,Kalimantan Barat,Yogyakarta,871.3478269442726,653510.8702082045
245,Train,PT KAI,Tuban,Suite,Tuban,Yogyakarta,222.337926911915,266805.512294298
246,Plane,Batik Air,Bandar Udara Adisucipto,Suite,Jawa Timur,Yogyakarta,236.30849522541612,531694.1142571862
247,Plane,Batik Air,Bandar Udara Adisucipto,Suite,DKI Jakarta,Yogyakarta,438.967847019126,987677.6557930335
248,Plane,Lion Air,Bandar Udara Dofa Benjani Falabisahaya (Bandar Udara Mangole),Business,Maluku Utara,Yogyakarta,2173.4018230230486,4238133.554894945
249,Bus,Mayasari,nearest bus terminal,Economic,Jawa Tengah,Yogyakarta,84.66775283966177,42333.876419830885
250,Plane,Garuda Indonesia,Bandar Udara Bandanaira (Bandar Udara Banda),Suite,Maluku,Yogyakarta,1987.6613976835763,4472238.144788047
251,Plane,Batik Air,Bandar Udara Ahmad Yani,Business,Jawa Timur,Yogyakarta,236.30849522541612,460801.5656895614
252,Plane,Wings Air,Bandar Udara Juwata,Economic,Kalimantan Tengah,Yogyakarta,786.2951946731149,1179442.7920096724
253,Plane,Garuda Indonesia,Bandar Udara Iskandar,Economic,Kalimantan Tengah,Yogyakarta,786.2951946731149,1179442.7920096724
254,Train,PT KAI,Langen,Economic,Tegal,Yogyakarta,170.24107027498275,136192.8562199862
255,Train,PT KAI,Comal,Economic,Pekalongan,Yogyakarta,132.35837071355405,105886.69657084324
256,Plane,Lion Air,Bandar Udara Bintan Baru,Suite,Sumatera Barat,Yogyakarta,1356.2848088436576,3051640.81989823
257,Bus,Rosalia Indah,nearest bus terminal,Suite,Bali,Yogyakarta,521.9825957538203,391486.9468153652
258,Train,PT KAI,Peterongan,Business,Jombang,Yogyakarta,211.7850913076902,220256.49495999783
259,Plane,Lion Air,Bandar Udara Iskandar,Business,Kalimantan Barat,Yogyakarta,871.3478269442726,1699128.2625413318
260,Train,PT KAI,Cianjur,Business,Cianjur,Yogyakarta,378.0621762662139,393184.6633168624
261,Train,PT KAI,Ambarawa,Economic,Demak,Yogyakarta,120.35665720273047,96285.32576218438
262,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Kendal,Yogyakarta,12213.977221970157,6106988.610985079
263,Plane,Sriwijaya Air,Bandar Udara Cut Nyak Dhien,Suite,Aceh,Yogyakarta,2014.7223682251845,4533125.328506665
264,Plane,Citilink,Bandar Udara Buli,Economic,Maluku Utara,Yogyakarta,2173.4018230230486,3260102.734534573
265,Bus,Nusantara,nearest bus terminal,Economic,Semarang,Yogyakarta,109.37687454139586,54688.437270697934
266,Bus,Sinar Jaya,nearest bus terminal,Economic,Balikpapan,Yogyakarta,1036.1041341055677,518052.06705278385
267,Plane,PT Trigana Air Service,Unknown Airport,Business,Banten,Yogyakarta,496.92179636711603,968997.5029158763
268,Plane,Sriwijaya Air,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Business,Kalimantan Utara,Yogyakarta,1378.4708290615852,2688018.116670091
269,Bus,Lorena,nearest bus terminal,Suite,Boyolali,Yogyakarta,75.14059220340893,56355.444152556694
270,Train,PT KAI,Ngebruk,Economic,Malang,Yogyakarta,249.9132515073408,199930.60120587263
271,Train,PT KAI,Gembong,Economic,Lamongan,Yogyakarta,236.16326225674064,188930.6098053925
272,Bus,Haryanto,nearest bus terminal,Suite,Jombang,Yogyakarta,211.7850913076902,158838.81848076766
273,Train,PT KAI,Lubuk Buaya,Economic,Padang,Yogyakarta,1356.2769455231717,1085021.5564185374
274,Bus,Budiman,nearest bus terminal,Economic,Maluku Utara,Yogyakarta,2173.4018230230486,1086700.9115115243
275,Train,PT KAI,Klender Baru,Business,Jakarta Timur,Yogyakarta,429.14406523784896,446309.82784736296
276,Train,PT KAI,Bumiayu,Suite,Tegal,Yogyakarta,170.24107027498275,204289.28432997927
277,Plane,Sriwijaya Air,Bandar Udara Bintan Baru,Suite,Kepulauan Riau,Yogyakarta,1077.3258575676762,2423983.1795272715
278,Plane,Batik Air,Bandar Udara Mbay Surabaya II,Suite,Sulawesi Barat,Yogyakarta,1169.3609574565219,2631062.1542771743
279,Train,PT KAI,Ketanggungan,Suite,Brebes,Yogyakarta,192.6946821360098,231233.61856321176
280,Train,PT KAI,Tuban,Business,Tuban,Yogyakarta,222.337926911915,231231.44398839158
281,Plane,PT Trigana Air Service,Bandar Udara H. Aroeppala,Business,Sulawesi Tengah,Yogyakarta,1350.2021561312324,2632894.2044559033
282,Plane,Wings Air,Bandar Udara Ngloram (Bandar Udara Blora),Economic,Jawa Timur,Yogyakarta,236.30849522541612,354462.74283812416
283,Plane,Batik Air,Bandar Udara D. C. Saundale d.h. Bandar Udara Lekunik,Economic,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,1709901.1519921075
284,Bus,Mayasari,nearest bus terminal,Economic,Depok,Yogyakarta,428.9755164057098,214487.7582028549
285,Train,PT KAI,Karangantu,Economic,Cilegon,Yogyakarta,523.5899966739782,418871.9973391826
286,Plane,Wings Air,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Business,Kalimantan Utara,Yogyakarta,1378.4708290615852,2688018.116670091
287,Train,PT KAI,Ciamis,Suite,Ciamis,Yogyakarta,228.653627845652,274384.35341478244
288,Bus,Budiman,nearest bus terminal,Business,Magetan,Yogyakarta,112.68790797419841,73247.14018322897
289,Bus,Dewi Sri,nearest bus terminal,Economic,Jawa Timur,Yogyakarta,236.30849522541612,118154.24761270806
290,Plane,Sriwijaya Air,Pangkalan Udara Soewondo d.h. Bandar Udara Polonia,Business,DKI Jakarta,Yogyakarta,438.967847019126,855987.3016872958
291,Bus,Lorena,nearest bus terminal,Suite,Banjar,Yogyakarta,732.5899586046614,549442.4689534961
292,Train,PT KAI,Walikukun,Suite,Ngawi,Yogyakarta,127.1348515271285,152561.8218325542
293,Plane,Citilink,Bandar Udara Internasional Hang Nadim,Business,Lampung,Yogyakarta,684.1841734461109,1334159.1382199163
294,Train,PT KAI,Cikini,Business,Jakarta Pusat,Yogyakarta,437.0517885095066,454533.86004988686
295,Train,PT KAI,Sukorejo,Business,Pasuruan,Yogyakarta,282.6093643740866,293913.7389490501
296,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Sragen,Yogyakarta,91.47727523446306,45738.637617231536
297,Bus,Dewi Sri,nearest bus terminal,Business,Mojokerto,Yogyakarta,241.18707882277067,156771.60123480094
298,Bus,Sinar Jaya,nearest bus terminal,Business,Tasikmalaya,Yogyakarta,260.81634883719096,169530.6267441741
299,Bus,Lorena,nearest bus terminal,Business,Banyumas,Yogyakarta,149.57528698104778,97223.93653768106
300,Bus,Haryanto,nearest bus terminal,Suite,Bekasi,Yogyakarta,419.4694344733886,314602.07585504145
301,Plane,Batik Air,Bandar Udara Binaka,Suite,Riau,Yogyakarta,1355.379546339091,3049603.9792629546
302,Train,PT KAI,Cibinong,Economic,Bogor,Yogyakarta,422.78231889794927,338225.85511835944
303,Train,PT KAI,Blitar,Economic,Blitar,Yogyakarta,198.62929149028835,158903.43319223067
304,Train,PT KAI,Palur,Suite,Karanganyar,Yogyakarta,87.02743185942376,104432.91823130852
305,Train,PT KAI,Benowo,Suite,Mojokerto,Yogyakarta,241.18707882277067,289424.4945873248
306,Bus,Sinar Jaya,nearest bus terminal,Suite,Banjar,Yogyakarta,732.5899586046614,549442.4689534961
307,Train,PT KAI,Sukorejo,Business,Pasuruan,Yogyakarta,282.6093643740866,293913.7389490501
308,Plane,Wings Air,Bandar Udara Juwata,Business,Kalimantan Tengah,Yogyakarta,786.2951946731149,1533275.6296125741
309,Plane,Lion Air,Bandar Udara D. C. Saundale d.h. Bandar Udara Lekunik,Suite,Nusa Tenggara Barat,Yogyakarta,751.9764194127964,1691946.9436787919
310,Train,PT KAI,Manonjaya,Business,Tasikmalaya,Yogyakarta,260.81634883719096,271249.0027906786
311,Train,PT KAI,Daru,Business,Tangerang,Yogyakarta,457.6054446069322,475909.6623912095
312,Plane,Lion Air,Bandar Udara Abdulrachman Saleh,Economic,DKI Jakarta,Yogyakarta,438.967847019126,658451.770528689
313,Plane,Wings Air,Bandar Udara Benjina,Suite,Maluku,Yogyakarta,1987.6613976835763,4472238.144788047
314,Bus,Hiba,nearest bus terminal,Suite,Kendari,Yogyakarta,1415.3805831726015,1061535.437379451
315,Plane,Citilink,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Business,Kalimantan Tengah,Yogyakarta,786.2951946731149,1533275.6296125741
316,Bus,Nusantara,nearest bus terminal,Suite,Banten,Yogyakarta,496.92179636711603,372691.34727533703
317,Bus,Mayasari,nearest bus terminal,Economic,Cianjur,Yogyakarta,378.0621762662139,189031.08813310694
318,Bus,Lorena,nearest bus terminal,Economic,Banjar,Yogyakarta,732.5899586046614,366294.9793023307
319,Bus,Dewi Sri,nearest bus terminal,Economic,Samarinda,Yogyakarta,1117.082440871031,558541.2204355155
320,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Suite,Ciamis,Yogyakarta,228.653627845652,171490.220884239
321,Train,PT KAI,Cikoya,Suite,Tangerang,Yogyakarta,457.6054446069322,549126.5335283186
322,Plane,Citilink,Bandar Udara Ferdinand Lumban Tobing (Bandar Udara Pinangsori),Suite,Sumatera Selatan,Yogyakarta,877.9380166727185,1975360.5375136165
323,Bus,Budiman,nearest bus terminal,Suite,Sragen,Yogyakarta,91.47727523446306,68607.95642584731
324,Plane,Batik Air,Unknown Airport,Suite,Banten,Yogyakarta,496.92179636711603,1118074.0418260111
325,Plane,Sriwijaya Air,Bandar Udara Bintan Baru,Economic,Sumatera Utara,Yogyakarta,1659.117501711117,2488676.2525666757
326,Bus,Budiman,nearest bus terminal,Business,Jakarta Selatan,Yogyakarta,435.818905534949,283282.2885977169
327,Train,PT KAI,Barat,Economic,Magetan,Yogyakarta,112.68790797419841,90150.32637935872
328,Bus,Dewi Sri,nearest bus terminal,Suite,Boyolali,Yogyakarta,75.14059220340893,56355.444152556694
329,Train,PT KAI,Kramat,Economic,Jakarta Pusat,Yogyakarta,437.0517885095066,349641.43080760527
330,Plane,Sriwijaya Air,Bandar Udara Komodo,Suite,Sulawesi Tenggara,Yogyakarta,1349.952163038336,3037392.3668362563
331,Train,PT KAI,Tigaraksa,Suite,Tangerang,Yogyakarta,457.6054446069322,549126.5335283186
332,Train,PT KAI,Bojonegoro,Economic,Bojonegoro,Yogyakarta,179.96708290456277,143973.66632365022
333,Train,PT KAI,Jayakarta,Suite,Jakarta Barat,Yogyakarta,447.8533791485487,537424.0549782584
334,Plane,Wings Air,Bandar Udara Cut Nyak Dhien,Business,Sumatera Utara,Yogyakarta,1659.117501711117,3235279.1283366783
335,Plane,Garuda Indonesia,Unknown Airport,Suite,Banten,Yogyakarta,496.92179636711603,1118074.0418260111
336,Train,PT KAI,Ambarawa,Business,Demak,Yogyakarta,120.35665720273047,125170.9234908397
337,Train,PT KAI,Wadu,Business,Blora,Yogyakarta,160.53000515612763,166951.20536237274
338,Bus,Hiba,nearest bus terminal,Suite,Sragen,Yogyakarta,91.47727523446306,68607.95642584731
339,Train,PT KAI,Cianjur,Economic,Cianjur,Yogyakarta,378.0621762662139,302449.7410129711
340,Bus,Sinar Jaya,nearest bus terminal,Business,Balikpapan,Yogyakarta,1036.1041341055677,673467.687168619
341,Train,PT KAI,Cikadongdong,Economic,Bandung Barat,Yogyakarta,347.3558014760002,277884.64118080016
342,Bus,Hiba,nearest bus terminal,Business,Sulawesi Selatan,Yogyakarta,1163.9371824955651,756559.1686221174
343,Plane,NAM Air,Bandar Udara Arung Palakka,Suite,Sulawesi Selatan,Yogyakarta,1163.9371824955651,2618858.6606150214
344,Train,PT KAI,Bowerno,Suite,Bojonegoro,Yogyakarta,179.96708290456277,215960.49948547533
345,Train,PT KAI,Rogojampi,Business,Banyuwangi,Yogyakarta,417.7821639876958,434493.45054720365
346,Train,PT KAI,Sengon,Suite,Pasuruan,Yogyakarta,282.6093643740866,339131.23724890396
347,Train,PT KAI,Tarahan,Business,Bandar Lampung,Yogyakarta,629.7894061501536,654980.9823961598
348,Bus,Mayasari,nearest bus terminal,Suite,Kendal,Yogyakarta,12213.977221970157,9160482.916477619
349,Train,PT KAI,Kotok,Economic,Jember,Yogyakarta,368.1953643126563,294556.29145012505
350,Plane,Garuda Indonesia,Bandar Udara D. C. Saundale d.h. Bandar Udara Lekunik,Suite,Bali,Yogyakarta,521.9825957538203,1174460.8404460957
351,Plane,NAM Air,Bandar Udara Buli,Economic,Maluku Utara,Yogyakarta,2173.4018230230486,3260102.734534573
352,Train,PT KAI,Babat,Suite,Lamongan,Yogyakarta,236.16326225674064,283395.91470808873
353,Plane,NAM Air,Bandar Udara Frans Seda (Bandar Udara Wai Oti) (Bandar Udara Maumere),Economic,Nusa Tenggara Barat,Yogyakarta,751.9764194127964,1127964.6291191946
354,Train,PT KAI,Tasikmalaya,Suite,Tasikmalaya,Yogyakarta,260.81634883719096,312979.6186046292
355,Train,PT KAI,Randu Blatung,Economic,Blora,Yogyakarta,160.53000515612763,128424.0041249021
356,Plane,Batik Air,Pangkalan Udara Soewondo d.h. Bandar Udara Polonia,Business,DKI Jakarta,Yogyakarta,438.967847019126,855987.3016872958
357,Train,PT KAI,Cipari,Business,Banjar,Yogyakarta,732.5899586046614,761893.5569488478
358,Plane,NAM Air,Bandar Udara Banyuwangi d.h. Bandar Udara Blimbingsari,Economic,Jawa Timur,Yogyakarta,236.30849522541612,354462.74283812416
359,Bus,Mayasari,nearest bus terminal,Suite,Jombang,Yogyakarta,211.7850913076902,158838.81848076766
360,Train,PT KAI,Purwoasri,Economic,Kediri,Yogyakarta,181.49519008042117,145196.15206433693
361,Bus,Sinar Jaya,nearest bus terminal,Suite,Tasikmalaya,Yogyakarta,260.81634883719096,195612.2616278932
362,Plane,Wings Air,Bandar Udara H. Asan,Business,Kalimantan Tengah,Yogyakarta,786.2951946731149,1533275.6296125741
363,Bus,Rosalia Indah,nearest bus terminal,Suite,Magetan,Yogyakarta,112.68790797419841,84515.93098064882
364,Bus,Rosalia Indah,nearest bus terminal,Business,Nusa Tenggara Timur,Yogyakarta,1139.9341013280716,740957.1658632467
365,Plane,PT Trigana Air Service,Bandar Udara Iskandar,Suite,Kalimantan Utara,Yogyakarta,1378.4708290615852,3101559.3653885666
366,Bus,Lorena,nearest bus terminal,Suite,Kendal,Yogyakarta,12213.977221970157,9160482.916477619
367,Bus,Budiman,nearest bus terminal,Suite,Wonogiri,Yogyakarta,65.1100266350096,48832.5199762572
368,Plane,Lion Air,Unknown Airport,Economic,Gorontalo,Yogyakarta,1650.7274560911121,2476091.184136668
369,Bus,Mayasari,nearest bus terminal,Economic,Sumatera Utara,Yogyakarta,1659.117501711117,829558.7508555586
370,Plane,Garuda Indonesia,Bandar Udara Pantar (Bandar Udara Kabir),Business,Sulawesi Barat,Yogyakarta,1169.3609574565219,2280253.867040218
371,Bus,Nusantara,nearest bus terminal,Business,Kalimantan Barat,Yogyakarta,871.3478269442726,566376.0875137772
372,Plane,PT Trigana Air Service,Unknown Airport,Economic,Kepulauan Bangka Belitung,Yogyakarta,732.9651988925159,1099447.798338774
373,Plane,Sriwijaya Air,Bandar Udara Fatmawati Soekarno,Business,Bengkulu,Yogyakarta,997.5854283886057,1945291.585357781
374,Bus,Mayasari,nearest bus terminal,Economic,Sragen,Yogyakarta,91.47727523446306,45738.637617231536
375,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Suite,Bengkulu,Yogyakarta,997.5854283886057,748189.0712914543
376,Bus,Dewi Sri,nearest bus terminal,Business,Sidoarjo,Yogyakarta,259.52981703864833,168694.3810751214
377,Train,PT KAI,Mangkang,Business,Semarang,Yogyakarta,109.37687454139586,113751.9495230517
378,Train,PT KAI,Klari,Economic,Karawang,Yogyakarta,385.72044969812714,308576.3597585017
379,Train,PT KAI,Sumlaran,Business,Lamongan,Yogyakarta,236.16326225674064,245609.79274701027
380,Plane,Citilink,Bandar Udara Depati Amir,Business,Kepulauan Riau,Yogyakarta,1077.3258575676762,2100785.4222569684
381,Bus,Rosalia Indah,nearest bus terminal,Suite,Bekasi,Yogyakarta,419.4694344733886,314602.07585504145
382,Plane,Citilink,Bandar Udara Gusti Sjamsir Alam (Bandar Udara Stagen),Business,Kalimantan Timur,Yogyakarta,1168.2805011804724,2278146.977301921
383,Train,PT KAI,Cianjur,Suite,Cianjur,Yogyakarta,378.0621762662139,453674.6115194566
384,Bus,Hiba,nearest bus terminal,Economic,Ngawi,Yogyakarta,127.1348515271285,63567.42576356425
385,Plane,Batik Air,Bandar Udara Arung Palakka,Business,Sulawesi Selatan,Yogyakarta,1163.9371824955651,2269677.505866352
386,Bus,Haryanto,nearest bus terminal,Suite,Boyolali,Yogyakarta,75.14059220340893,56355.444152556694
387,Plane,Batik Air,Bandar Udara Ngloram (Bandar Udara Blora),Economic,Jawa Timur,Yogyakarta,236.30849522541612,354462.74283812416
388,Bus,Dewi Sri,nearest bus terminal,Business,Sulawesi Tenggara,Yogyakarta,1349.952163038336,877468.9059749184
389,Train,PT KAI,Kramat,Economic,Jakarta Pusat,Yogyakarta,437.0517885095066,349641.43080760527
390,Train,PT KAI,Telawa,Business,Brebes,Yogyakarta,192.6946821360098,200402.4694214502
391,Bus,Sinar Jaya,nearest bus terminal,Economic,Bekasi,Yogyakarta,419.4694344733886,209734.7172366943
392,Plane,Lion Air,Bandar Udara Haluoleo (Bandar Udara Wolter Monginsidi),Economic,Sulawesi Tengah,Yogyakarta,1350.2021561312324,2025303.2341968487
393,Train,PT KAI,Geneng,Suite,Ngawi,Yogyakarta,127.1348515271285,152561.8218325542
394,Train,PT KAI,Tenjo,Economic,Bogor,Yogyakarta,422.78231889794927,338225.85511835944
395,Train,PT KAI,Ambarawa,Business,Demak,Yogyakarta,120.35665720273047,125170.9234908397
396,Bus,Nusantara,nearest bus terminal,Business,Kendal,Yogyakarta,12213.977221970157,7939085.194280603
397,Bus,Hiba,nearest bus terminal,Suite,Pekanbaru,Yogyakarta,1365.067141940363,1023800.3564552723
398,Plane,NAM Air,Unknown Airport,Business,Kepulauan Bangka Belitung,Yogyakarta,732.9651988925159,1429282.137840406
399,Plane,Wings Air,Bandar Udara Iskandar,Business,Kalimantan Tengah,Yogyakarta,786.2951946731149,1533275.6296125741
400,Plane,NAM Air,Bandar Udara Haluoleo (Bandar Udara Wolter Monginsidi),Business,Sulawesi Utara,Yogyakarta,1797.54188318467,3505206.672210107
401,Bus,Lorena,nearest bus terminal,Economic,Madiun,Yogyakarta,149.62256665123383,74811.28332561691
402,Bus,Lorena,nearest bus terminal,Economic,Banjar,Yogyakarta,732.5899586046614,366294.9793023307
403,Plane,PT Trigana Air Service,Bandar Udara Ahmad Yani,Business,Jawa Barat,Yogyakarta,324.18707186347507,632164.7901337764
404,Plane,Wings Air,Bandar Udara Mali,Suite,Sulawesi Barat,Yogyakarta,1169.3609574565219,2631062.1542771743
405,Bus,Haryanto,nearest bus terminal,Economic,Banjarmasin,Yogyakarta,696.0241488204558,348012.0744102279
406,Plane,Wings Air,Bandar Udara Enggano,Suite,Jambi,Yogyakarta,1080.9267465522385,2432085.1797425365
407,Train,PT KAI,Kebayoran,Business,Jakarta Selatan,Yogyakarta,435.818905534949,453251.661756347
408,Bus,Lorena,nearest bus terminal,Business,Sumatera Utara,Yogyakarta,1659.117501711117,1078426.3761122262
409,Plane,Citilink,Bandar Udara Iskandar,Economic,Kalimantan Timur,Yogyakarta,1168.2805011804724,1752420.7517707085
410,Bus,Rosalia Indah,nearest bus terminal,Business,Ngawi,Yogyakarta,127.1348515271285,82637.65349263353
411,Train,PT KAI,Kemayoran,Economic,Jakarta Pusat,Yogyakarta,437.0517885095066,349641.43080760527
412,Bus,Nusantara,nearest bus terminal,Business,Bengkulu,Yogyakarta,997.5854283886057,648430.5284525937
413,Bus,Lorena,nearest bus terminal,Business,Sumatera Selatan,Yogyakarta,877.9380166727185,570659.710837267
414,Bus,Sinar Jaya,nearest bus terminal,Economic,Garut,Yogyakarta,284.8266176301042,142413.3088150521
415,Bus,Hiba,nearest bus terminal,Economic,Magetan,Yogyakarta,112.68790797419841,56343.95398709921
416,Train,PT KAI,Dawuan,Economic,Karawang,Yogyakarta,385.72044969812714,308576.3597585017
417,Bus,Lorena,nearest bus terminal,Business,Sukabumi,Yogyakarta,413.1162545173275,268525.56543626287
418,Bus,Mayasari,nearest bus terminal,Business,Cilacap,Yogyakarta,181.58843556889718,118032.48311978317
419,Plane,Citilink,Bandar Udara Binaka,Suite,Kepulauan Riau,Yogyakarta,1077.3258575676762,2423983.1795272715
420,Bus,Dewi Sri,nearest bus terminal,Economic,Probolinggo,Yogyakarta,324.1913946350937,162095.69731754684
421,Plane,Lion Air,Bandar Udara Ahmad Yani,Business,Jawa Timur,Yogyakarta,236.30849522541612,460801.5656895614
422,Train,PT KAI,Cisaat,Business,Sukabumi,Yogyakarta,413.1162545173275,429640.9046980206
423,Train,PT KAI,Brumbung,Economic,Demak,Yogyakarta,120.35665720273047,96285.32576218438
424,Train,PT KAI,Depok Baru,Suite,Depok,Yogyakarta,428.9755164057098,514770.61968685174
425,Train,PT KAI,Garahan,Economic,Jember,Yogyakarta,368.1953643126563,294556.29145012505
426,Plane,NAM Air,Bandar Udara Abdulrachman Saleh,Suite,DKI Jakarta,Yogyakarta,438.967847019126,987677.6557930335
427,Bus,Dewi Sri,nearest bus terminal,Business,Cimahi,Yogyakarta,334.9202108675686,217698.13706391957
428,Train,PT KAI,Sungai Lagoa,Suite,Jakarta Utara,Yogyakarta,433.7601399791081,520512.1679749297
429,Bus,Nusantara,nearest bus terminal,Business,Indramayu,Yogyakarta,848.6203775741213,551603.2454231789
430,Plane,Wings Air,Bandar Udara Gusti Sjamsir Alam (Bandar Udara Stagen),Economic,Kalimantan Timur,Yogyakarta,1168.2805011804724,1752420.7517707085
431,Plane,Citilink,Bandar Udara Haji Muhammad Sidik,Economic,Kalimantan Utara,Yogyakarta,1378.4708290615852,2067706.2435923778
432,Plane,Garuda Indonesia,Bandar Udara Iskandar,Economic,Kalimantan Tengah,Yogyakarta,786.2951946731149,1179442.7920096724
433,Train,PT KAI,Sepanjang,Suite,Sidoarjo,Yogyakarta,259.52981703864833,311435.780446378
434,Bus,Dewi Sri,nearest bus terminal,Business,Karawang,Yogyakarta,385.72044969812714,250718.29230378265
435,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Economic,Lampung,Yogyakarta,684.1841734461109,342092.08672305546
436,Bus,Rosalia Indah,nearest bus terminal,Economic,Jambi,Yogyakarta,1080.9267465522385,540463.3732761192
437,Plane,NAM Air,Bandar Udara Iskandar,Business,Kalimantan Utara,Yogyakarta,1378.4708290615852,2688018.116670091
438,Train,PT KAI,Cikarang,Economic,Bekasi,Yogyakarta,419.4694344733886,335575.5475787109
439,Plane,Lion Air,Bandar Udara Iskandar,Business,Kalimantan Timur,Yogyakarta,1168.2805011804724,2278146.977301921
440,Plane,Citilink,Bandar Udara Adisucipto,Business,DKI Jakarta,Yogyakarta,438.967847019126,855987.3016872958
441,Bus,Nusantara,nearest bus terminal,Business,Banten,Yogyakarta,496.92179636711603,322999.1676386254
442,Plane,Wings Air,Bandar Udara Adisucipto,Business,DKI Jakarta,Yogyakarta,438.967847019126,855987.3016872958
443,Bus,Dewi Sri,nearest bus terminal,Business,Mataram,Yogyakarta,635.8472587039132,413300.71815754357
444,Train,PT KAI,Pucuk,Suite,Lamongan,Yogyakarta,236.16326225674064,283395.91470808873
445,Bus,Lorena,nearest bus terminal,Economic,Sukabumi,Yogyakarta,413.1162545173275,206558.12725866374
446,Train,PT KAI,Ledokombo,Suite,Jember,Yogyakarta,368.1953643126563,441834.4371751876
447,Bus,Dewi Sri,nearest bus terminal,Economic,Kalimantan Utara,Yogyakarta,1378.4708290615852,689235.4145307926
448,Plane,PT Trigana Air Service,Bandar Udara Bobong,Suite,Maluku Utara,Yogyakarta,2173.4018230230486,4890154.101801859
449,Plane,Batik Air,Bandar Udara H.A.S. Hanandjoeddin d.h. Bandar Udara Buluh Tumbang,Business,Sumatera Selatan,Yogyakarta,877.9380166727185,1711979.132511801
450,Train,PT KAI,Mojokerto,Economic,Mojokerto,Yogyakarta,241.18707882277067,192949.66305821654
451,Train,PT KAI,Haurgeulis,Economic,Indramayu,Yogyakarta,848.6203775741213,678896.3020592971
452,Train,PT KAI,Rawa Buaya,Suite,Jakarta Barat,Yogyakarta,447.8533791485487,537424.0549782584
453,Bus,Nusantara,nearest bus terminal,Suite,Jakarta Pusat,Yogyakarta,437.0517885095066,327788.84138212993
454,Bus,Sinar Jaya,nearest bus terminal,Economic,Blitar,Yogyakarta,198.62929149028835,99314.64574514418
455,Train,PT KAI,Sroyo,Suite,Bojonegoro,Yogyakarta,179.96708290456277,215960.49948547533
456,Plane,Citilink,Bandar Udara Dabo,Suite,Aceh,Yogyakarta,2014.7223682251845,4533125.328506665
457,Bus,Sinar Jaya,nearest bus terminal,Suite,Jawa Tengah,Yogyakarta,84.66775283966177,63500.814629746324
458,Bus,Dewi Sri,nearest bus terminal,Business,Cianjur,Yogyakarta,378.0621762662139,245740.41457303902
459,Bus,Hiba,nearest bus terminal,Business,Kepulauan Riau,Yogyakarta,1077.3258575676762,700261.8074189895
460,Train,PT KAI,Cikarang,Suite,Bekasi,Yogyakarta,419.4694344733886,503363.32136806636
461,Train,PT KAI,Cikarang,Suite,Bekasi,Yogyakarta,419.4694344733886,503363.32136806636
462,Train,PT KAI,Ambarawa,Business,Demak,Yogyakarta,120.35665720273047,125170.9234908397
463,Train,PT KAI,Tanggulangin,Business,Sidoarjo,Yogyakarta,259.52981703864833,269911.00972019427
464,Train,PT KAI,Gembong,Economic,Lamongan,Yogyakarta,236.16326225674064,188930.6098053925
465,Plane,Wings Air,Bandar Udara Abdulrachman Saleh,Economic,DKI Jakarta,Yogyakarta,438.967847019126,658451.770528689
466,Plane,Wings Air,Bandar Udara Ahmad Yani,Business,Jawa Barat,Yogyakarta,324.18707186347507,632164.7901337764
467,Train,PT KAI,Tarik,Suite,Sidoarjo,Yogyakarta,259.52981703864833,311435.780446378
468,Bus,SAN (Siliwangi Antar Nusa),nearest bus terminal,Suite,Pasuruan,Yogyakarta,282.6093643740866,211957.02328056496
469,Train,PT KAI,Citeras,Suite,Lebak,Yogyakarta,484.56524675423674,581478.296105084
470,Plane,Citilink,Bandar Udara Binuang,Suite,Kalimantan Selatan,Yogyakarta,786.7319481865729,1770146.8834197891
471,Plane,Citilink,Bandar Udara Internasional APT Pranoto (Bandar Udara Samarinda Baru),Economic,Kalimantan Utara,Yogyakarta,1378.4708290615852,2067706.2435923778
